File,Language,Transcription,Normalized Transcription
18-quick exhales_EE_gain@8+ws-190430_1447-019.wav,en,HIT!,HIT!
18-quick exhales_EE_gain@8+ws-190430_1447-020.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-021.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-022.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-023.wav,en,HHH!,HHH!
18-quick exhales_EE_gain@8+ws-190430_1447-024.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-025.wav,en,H.,H.
18-quick exhales_EE_gain@8+ws-190430_1447-026.wav,en,Heh.,Heh.
18-quick exhales_EE_gain@8+ws-190430_1447-027.wav,en,Heh.,Heh.
18-quick exhales_EE_gain@8+ws-190430_1447-028.wav,en,Heh.,Heh.
19-19_chuckling_closed mouth-200106_1602-001.wav,en,Hahaha.,Hahaha.
19-19_chuckling_closed mouth-200106_1602-002.wav,en,Thank you for watching!,Thank you for watching!
19-19_chuckling_closed mouth-200106_1602-003.wav,en,Hahaha,Hahaha
19-19_chuckling_closed mouth-200106_1602-004.wav,en,Hahaha!,Hahaha!
19-19_chuckling_closed mouth-200106_1602-005.wav,en,Hahaha.,Hahaha.
19-19_chuckling_closed mouth-200106_1602-006.wav,en,Hahaha!,Hahaha!
19-19_chuckling_closed mouth-200106_1602-007.wav,en,Thank you.,Thank you.
19-19_chuckling_closed mouth-200106_1602-008.wav,en,Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh,Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh
19-19_chuckling_closed mouth-200106_1602-009.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-001.wav,en,Ha ha ha!,Ha ha ha!
19-chuckling_open mouth-190516_1950-glued-002.wav,en,Ha ha ha!,Ha ha ha!
19-chuckling_open mouth-190516_1950-glued-003.wav,en,Hahaha!,Hahaha!
19-chuckling_open mouth-190516_1950-glued-004.wav,en,Ha ha ha!,Ha ha ha!
19-chuckling_open mouth-190516_1950-glued-005.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-006.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-007.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-008.wav,en,Ha ha ha!,Ha ha ha!
19-chuckling_open mouth-190516_1950-glued-009.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-010.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-quick exhales_OH_gain@8+ws-190430_1448-001.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-002.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-003.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-004.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-005.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-006.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-007.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-008.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-009.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-010.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-011.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-012.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-013.wav,en,Ha!,Ha!
19-quick exhales_OH_gain@8+ws-190430_1448-014.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-015.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-016.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-017.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-018.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-019.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-020.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-021.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-022.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-023.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-024.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-025.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-026.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-027.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-028.wav,en,Huh?,Huh?
19-quick exhales_OH_gain@8+ws-190430_1448-029.wav,en,Huh?,Huh?
20-laughing_closed mouth -190516_1952-glued-001.wav,en,No!,No!
20-laughing_closed mouth -190516_1952-glued-002.wav,en,you,you
20-quick exhales_OO_gain@8+ws-190430_1450-001.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-002.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-003.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-004.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-005.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-006.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-007.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-008.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-009.wav,ja,はっ,はっ
20-quick exhales_OO_gain@8+ws-190430_1450-010.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-011.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-012.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-013.wav,en,Huh!,Huh!
20-quick exhales_OO_gain@8+ws-190430_1450-014.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-015.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-016.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-017.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-018.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-019.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-020.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-021.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-022.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-023.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-024.wav,en,Huh?,Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-025.wav,en,Ho!,Ho!
20-quick exhales_OO_gain@8+ws-190430_1450-026.wav,en,Huh? Huh?,Huh? Huh?
20-quick exhales_OO_gain@8+ws-190430_1450-027.wav,en,Ha! Ha!,Ha! Ha!
20-quick exhales_OO_gain@8+ws-190430_1450-028.wav,en,Huh?,Huh?
21-laboured inhale_gain@-190430_1453-001.wav,en,I'm sorry.,I'm sorry.
21-laboured inhale_gain@-190430_1453-002.wav,en,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
21-laboured inhale_gain@-190430_1453-003.wav,en,you,you
21-laboured inhale_gain@-190430_1453-004.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
21-laboured inhale_gain@-190430_1453-005.wav,en,I'm sorry.,I'm sorry.
21-laboured inhale_gain@-190430_1453-006.wav,en,Oh,Oh
21-laboured inhale_gain@-190430_1453-007.wav,en,...,...
21-laughing_open mouth -190516_1953-glued-001.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
21-laughing_open mouth -190516_1953-glued-002.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
21-laughing_open mouth -190516_1953-glued-003.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
22-laboured inhale_gain@7_5+ws-190430_1457-001.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
22-laboured inhale_gain@7_5+ws-190430_1457-002.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
22-laboured inhale_gain@7_5+ws-190430_1457-003.wav,en,Ah!,Ah!
22-laboured inhale_gain@7_5+ws-190430_1457-004.wav,en,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
22-laboured inhale_gain@7_5+ws-190430_1457-005.wav,en,I'm sorry.,I'm sorry.
23-giggling_open mouth-190516_1956-glued-001.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
23-giggling_open mouth-190516_1956-glued-002.wav,ja,ねえなえねえなえねえなえ,ねえなえねえなえねえなえ
23-low panting_AH_gain@8_5+ws-190430_1500.wav,en,I'm going to go ahead and do the same thing.,I'm going to go ahead and do the same thing.
24-190516_1957-glued-001.wav,en,BYE!,BYE!
24-190516_1957-glued-002.wav,en,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
24-190516_1957-glued-003.wav,en,Rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,Rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
